estimating workload which takes just one milisecond
end estimation
3	1	1
3	2	2
3	12	3
3	13	4
3	14	5
3	28	6
3	29	7
3	30	8
3	44	9
3	46	10
3	47	11
3	60	12
3	62	13
3	63	14
3	77	15
3	78	16
3	91	17
3	93	18
3	94	19
3	108	20
3	109	21
3	110	22
3	124	23
3	125	24
3	126	25
3	140	26
3	141	27
3	142	28
3	156	29
3	157	30
3	159	31
3	172	32
3	173	33
3	175	34
3	188	35
3	189	36
3	191	37
3	204	38
3	205	39
3	207	40
3	220	41
3	222	42
3	223	43
3	236	44
3	238	45
3	239	46
3	252	47
3	254	48
3	268	49
3	269	50
3	270	51
3	284	52
3	285	53
3	286	54
3	300	55
3	302	56
3	303	57
3	316	58
3	317	59
3	319	60
3	332	61
3	333	62
3	335	63
3	348	64
3	349	65
3	351	66
3	364	67
3	365	68
3	367	69
3	380	70
3	381	71
3	383	72
3	396	73
3	397	74
3	399	75
3	412	76
3	413	77
3	415	78
3	428	79
3	429	80
3	431	81
3	444	82
3	445	83
3	447	84
3	461	85
3	462	86
3	475	87
3	477	88
3	478	89
3	492	90
3	493	91
3	494	92
3	508	93
3	509	94
3	511	95
3	524	96
3	525	97
3	527	98
3	540	99
3	541	100
2	4	1
2	6	2
2	7	3
2	20	4
2	22	5
2	23	6
2	36	7
2	38	8
2	39	9
2	52	10
2	53	11
2	55	12
2	68	13
2	70	14
2	84	15
2	85	16
2	86	17
2	100	18
2	101	19
2	103	20
2	116	21
2	118	22
2	119	23
2	132	24
2	134	25
2	135	26
2	148	27
2	150	28
2	151	29
2	164	30
2	166	31
2	167	32
2	180	33
2	182	34
2	183	35
2	196	36
2	198	37
2	211	38
2	213	39
2	214	40
2	228	41
2	229	42
2	230	43
2	244	44
2	245	45
2	247	46
2	260	47
2	262	48
2	263	49
2	277	50
2	278	51
2	291	52
2	293	53
2	294	54
2	307	55
2	309	56
2	310	57
2	324	58
2	325	59
2	326	60
2	340	61
2	341	62
2	342	63
2	356	64
2	357	65
2	359	66
2	372	67
2	373	68
2	375	69
2	388	70
2	390	71
2	403	72
2	405	73
2	406	74
2	420	75
2	421	76
2	422	77
2	436	78
2	437	79
2	438	80
2	452	81
2	453	82
2	454	83
2	468	84
2	469	85
2	470	86
2	484	87
2	485	88
2	486	89
2	500	90
2	501	91
2	502	92
2	516	93
2	518	94
2	531	95
2	533	96
2	534	97
2	548	98
2	549	99
2	550	100
1	8	1
1	10	2
1	23	3
1	24	4
1	26	5
1	39	6
1	40	7
1	42	8
1	43	9
1	56	10
1	58	11
1	71	12
1	72	13
1	74	14
1	88	15
1	89	16
1	91	17
1	104	18
1	105	19
1	107	20
1	120	21
1	121	22
1	123	23
1	136	24
1	137	25
1	139	26
1	152	27
1	153	28
1	155	29
1	168	30
1	169	31
1	171	32
1	184	33
1	185	34
1	187	35
1	200	36
1	201	37
1	203	38
1	216	39
1	217	40
1	219	41
1	232	42
1	234	43
1	235	44
1	248	45
1	250	46
1	263	47
1	265	48
1	266	49
1	280	50
1	281	51
1	283	52
1	296	53
1	297	54
1	299	55
1	312	56
1	313	57
1	315	58
1	328	59
1	329	60
1	331	61
1	344	62
1	345	63
1	346	64
1	360	65
1	362	66
1	363	67
1	376	68
1	378	69
1	379	70
1	392	71
1	394	72
1	395	73
1	409	74
1	410	75
1	424	76
1	425	77
1	427	78
1	440	79
1	441	80
1	443	81
1	456	82
1	457	83
1	459	84
1	472	85
1	473	86
1	475	87
1	488	88
1	490	89
1	491	90
1	504	91
1	505	92
1	507	93
1	520	94
1	522	95
1	523	96
1	536	97
1	538	98
1	550	99
1	552	100
0	17	1
0	18	2
0	31	3
0	33	4
0	34	5
0	47	6
0	49	7
0	50	8
0	64	9
0	65	10
0	67	11
0	80	12
0	81	13
0	83	14
0	96	15
0	97	16
0	99	17
0	112	18
0	114	19
0	115	20
0	128	21
0	130	22
0	131	23
0	144	24
0	145	25
0	147	26
0	160	27
0	161	28
0	163	29
0	176	30
0	178	31
0	179	32
0	192	33
0	194	34
0	195	35
0	208	36
0	210	37
0	223	38
0	225	39
0	226	40
0	240	41
0	241	42
0	242	43
0	256	44
0	257	45
0	259	46
0	272	47
0	273	48
0	275	49
0	288	50
0	289	51
0	291	52
0	304	53
0	305	54
0	307	55
0	320	56
0	321	57
0	323	58
0	336	59
0	337	60
0	339	61
0	352	62
0	354	63
0	355	64
0	368	65
0	370	66
0	371	67
0	385	68
0	386	69
0	399	70
0	401	71
0	402	72
0	416	73
0	417	74
0	419	75
0	432	76
0	433	77
0	435	78
0	448	79
0	450	80
0	463	81
0	465	82
0	466	83
0	480	84
0	481	85
0	482	86
0	496	87
0	497	88
0	499	89
0	512	90
0	513	91
0	515	92
0	528	93
0	529	94
0	531	95
0	543	96
0	544	97
0	545	98
0	547	99
0	553	100
